//,패키지    : 50000 ~ ( 500 ),,,,,,,,,,,,,,,,,,루비(5000),슈퍼백신(802),부활석(1200),,,,,,,,,,,,,,,,,,,,,,,,,,
//,              필수(50000 ~ 59999(관리자가 입력:테이블사용불가),,,,,,,,,,,,,,,,,코인(0),코인(5100),알바의귀재(1002),합성 1시간단축(1600),,,,,,,,,,,,,,,,,,,,,,,,,,
//,동물뽑기 : 60000 ~  ( 600 ),,,,,,,,,,,,,,,,,루비(1),하트(2000),특수촉진제(1103),긴급요청 티켓(2100),,,,,,,,,,,,,,,,,,,,,,,,,,
//,야바위    : 70000 ~  ( 700 ),,,,,,,,,,,,,,,,,하트(2),건초(900),,일반 교배 티켓(2200),,,,,,,,,,,,,,,,,,,,,,,,,,
//label(version),보물      : 120000 ~ ( 1200 ) ,,,,,,,,,,,,,,,,,건초(3),우정포인트(1900),,프리미엄 교배 티켓(2300),,,,,,,,,,,,,,,,,,,,,,,,,,
//,보물뽑기 : 130000 ~ ( 1300 ) ,,,,,,,,,,,"동물, 보물에서는 뽑기 오픈조건임",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,묶음가격,묶음가격,,단일가격,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
//,아이템 코드,카테고리,서브 카테고리,장착 슬롯,아이템 이름,사용 여부,상단게시,등급,세일여부,아이콘,판매요구 레벨,요구 주택 레벨,코인가격,캐시가격,1회구매수량,판매,아이템 설명,액세서리 슬롯(사용안함),등급을 색으로변경,생산 속도(단계),신선도(다른것이 사용됨 이제는 사용안함),질병 저항,먹이 소모량,아이템 생산 확률(%),피버 생산 확률(%),몸체,회북요구량,먹이통 최대,부활타임(1h),부활석 소모,특수능력,상인거래단가상승,코인,하트,세포 촉진제,신선도,,턴타임,,시간,,방어,,HP,,레벨당 유전자필요수량,
label(animal),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accessorykind,stargrade,milkspeed,milkfresh,res_disease,consume,coin_creation,fever_creation,bodycode,healpoint,consumeinit,revivaltime,reviveconsume,special_ability,animal_danga,upgamecost,upheart,upboost,freshbase,freshconst,attbase,attconst,timebase,timeconst,defbase,defconst,hpbase,hpconst,upstep,upstepmax
,91160,에피소드(910),에피소드(910),없음(0),에피소드160,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2653,704640,220,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,24,91159,91161,,,,,,,,,,,,,
,91161,에피소드(910),에피소드(910),없음(0),에피소드161,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2657,710400,125,6949,901,901,1002,902,1020,1200,108,1022,1202,2201,25,91160,91162,,,,,,,,,,,,,
,91162,에피소드(910),에피소드(910),없음(0),에피소드162,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2661,712800,126,6949,901,901,1002,902,1020,1200,12,1022,1202,2201,26,91161,91163,,,,,,,,,,,,,
,91163,에피소드(910),에피소드(910),없음(0),에피소드163,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2665,718560,127,6949,901,901,1002,902,1020,1200,108,1022,1202,2201,27,91162,91164,,,,,,,,,,,,,
,91164,에피소드(910),에피소드(910),없음(0),에피소드164,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2669,720960,221,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,28,91163,91165,,,,,,,,,,,,,
,91165,에피소드(910),에피소드(910),없음(0),에피소드165,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2673,726720,222,6950,901,901,1002,902,1020,1200,108,1022,1202,2201,29,91164,91166,,,,,,,,,,,,,
,91166,에피소드(910),에피소드(910),없음(0),에피소드166,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2677,729120,223,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,30,91165,91167,,,,,,,,,,,,,
,91167,에피소드(910),에피소드(910),없음(0),에피소드167,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2681,734880,222,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,14,91166,91168,,,,,,,,,,,,,
,91168,에피소드(910),에피소드(910),없음(0),에피소드168,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2685,737280,223,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,15,91167,91169,,,,,,,,,,,,,
,91169,에피소드(910),에피소드(910),없음(0),에피소드169,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2689,743040,222,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,16,91168,91170,,,,,,,,,,,,,
,91170,에피소드(910),에피소드(910),없음(0),에피소드170,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2693,745440,223,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,17,91169,91171,,,,,,,,,,,,,
,91171,에피소드(910),에피소드(910),없음(0),에피소드171,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2697,751200,222,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,18,91170,91172,,,,,,,,,,,,,
,91172,에피소드(910),에피소드(910),없음(0),에피소드172,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2701,753600,223,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,19,91171,91173,,,,,,,,,,,,,
,91173,에피소드(910),에피소드(910),없음(0),에피소드173,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2705,759360,222,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,20,91172,91174,,,,,,,,,,,,,
,91174,에피소드(910),에피소드(910),없음(0),에피소드174,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2709,761760,223,6950,901,901,1002,902,1020,1200,205,1022,1202,2201,21,91173,91175,,,,,,,,,,,,,
,91175,에피소드(910),에피소드(910),없음(0),에피소드175,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2713,767520,224,6951,901,901,1002,902,1020,1200,12,1022,1202,2201,22,91174,91176,,,,,,,,,,,,,
,91176,에피소드(910),에피소드(910),없음(0),에피소드176,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2717,769920,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,23,91175,91177,,,,,,,,,,,,,
,91177,에피소드(910),에피소드(910),없음(0),에피소드177,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2721,775680,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,24,91176,91178,,,,,,,,,,,,,
,91178,에피소드(910),에피소드(910),없음(0),에피소드178,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2725,778080,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,25,91177,91179,,,,,,,,,,,,,
,91179,에피소드(910),에피소드(910),없음(0),에피소드179,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2729,783840,224,6952,901,901,1002,902,1020,1200,12,1022,1202,2201,26,91178,91180,,,,,,,,,,,,,
,91180,에피소드(910),에피소드(910),없음(0),에피소드180,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2733,786240,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,27,91179,91181,,,,,,,,,,,,,
,91181,에피소드(910),에피소드(910),없음(0),에피소드181,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2737,792000,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,28,91180,91182,,,,,,,,,,,,,
,91182,에피소드(910),에피소드(910),없음(0),에피소드182,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2741,794400,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,29,91181,91183,,,,,,,,,,,,,
,91183,에피소드(910),에피소드(910),없음(0),에피소드183,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2745,800160,224,6952,901,901,1002,902,1020,1200,12,1022,1202,2201,30,91182,91184,,,,,,,,,,,,,
,91184,에피소드(910),에피소드(910),없음(0),에피소드184,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2749,802560,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,14,91183,91185,,,,,,,,,,,,,
,91185,에피소드(910),에피소드(910),없음(0),에피소드185,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2753,808320,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,15,91184,91186,,,,,,,,,,,,,
,91186,에피소드(910),에피소드(910),없음(0),에피소드186,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2757,810720,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,16,91185,91187,,,,,,,,,,,,,
,91187,에피소드(910),에피소드(910),없음(0),에피소드187,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2761,816480,224,6952,901,901,1002,902,1020,1200,12,1022,1202,2201,17,91186,91188,,,,,,,,,,,,,
,91188,에피소드(910),에피소드(910),없음(0),에피소드188,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2765,818880,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,18,91187,91189,,,,,,,,,,,,,
,91189,에피소드(910),에피소드(910),없음(0),에피소드189,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2769,824640,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,19,91188,91190,,,,,,,,,,,,,
,91190,에피소드(910),에피소드(910),없음(0),에피소드190,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2773,827040,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,20,91189,91191,,,,,,,,,,,,,
,91191,에피소드(910),에피소드(910),없음(0),에피소드191,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2777,832800,224,6952,901,901,1002,902,1020,1200,12,1022,1202,2201,21,91190,91192,,,,,,,,,,,,,
,91192,에피소드(910),에피소드(910),없음(0),에피소드192,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2781,835200,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,22,91191,91193,,,,,,,,,,,,,
,91193,에피소드(910),에피소드(910),없음(0),에피소드193,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2785,840960,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,23,91192,91194,,,,,,,,,,,,,
,91194,에피소드(910),에피소드(910),없음(0),에피소드194,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2789,843360,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,24,91193,91195,,,,,,,,,,,,,
,91195,에피소드(910),에피소드(910),없음(0),에피소드195,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2793,849120,224,6952,901,901,1002,902,1020,1200,12,1022,1202,2201,25,91194,91196,,,,,,,,,,,,,
,91196,에피소드(910),에피소드(910),없음(0),에피소드196,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2797,851520,225,6951,901,901,1002,902,1020,1200,205,1022,1202,2201,26,91195,91197,,,,,,,,,,,,,
,91197,에피소드(910),에피소드(910),없음(0),에피소드197,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2801,857280,226,6951,901,901,1002,902,1020,1200,108,1022,1202,2201,27,91196,91198,,,,,,,,,,,,,
,91198,에피소드(910),에피소드(910),없음(0),에피소드198,0,-1,저급(0),0,16,0,0,0,0,1,1,0,2805,859680,227,6952,901,901,1002,902,1020,1200,205,1022,1202,2201,28,91197,-1,,,,,,,,,,,,,
//신선를 맞춰라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(freshain),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,checkfresh,rewarditemcode,rewardcnt,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92000,신선도도전(920),신선도도전(920),없음(0),도전과제1,0,-1,저급(0),0,16,0,0,0,0,1,1,0,20,루비(5000),5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92001,신선도도전(920),신선도도전(920),없음(0),도전과제2,0,-1,저급(0),0,16,0,0,0,0,1,1,0,30,루비(5000),10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92002,신선도도전(920),신선도도전(920),없음(0),도전과제3,0,-1,저급(0),0,16,0,0,0,0,1,1,0,40,루비(5000),15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92003,신선도도전(920),신선도도전(920),없음(0),도전과제4,0,-1,저급(0),0,16,0,0,0,0,1,1,0,50,루비(5000),20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92004,신선도도전(920),신선도도전(920),없음(0),도전과제5,0,-1,저급(0),0,16,0,0,0,0,1,1,0,60,루비(5000),25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92005,신선도도전(920),신선도도전(920),없음(0),도전과제6,0,-1,저급(0),0,16,0,0,0,0,1,1,0,70,루비(5000),30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92006,신선도도전(920),신선도도전(920),없음(0),도전과제7,0,-1,저급(0),0,16,0,0,0,0,1,1,0,80,루비(5000),35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92007,신선도도전(920),신선도도전(920),없음(0),도전과제8,0,-1,저급(0),0,16,0,0,0,0,1,1,0,90,루비(5000),40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92008,신선도도전(920),신선도도전(920),없음(0),도전과제9,0,-1,저급(0),0,16,0,0,0,0,1,1,0,100,루비(5000),45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92009,신선도도전(920),신선도도전(920),없음(0),도전과제10,0,-1,저급(0),0,16,0,0,0,0,1,1,0,110,루비(5000),50,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92010,신선도도전(920),신선도도전(920),없음(0),도전과제11,0,-1,저급(0),0,16,0,0,0,0,1,1,0,120,루비(5000),55,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92011,신선도도전(920),신선도도전(920),없음(0),도전과제12,0,-1,저급(0),0,16,0,0,0,0,1,1,0,130,루비(5000),60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92012,신선도도전(920),신선도도전(920),없음(0),도전과제13,0,-1,저급(0),0,16,0,0,0,0,1,1,0,140,루비(5000),65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92013,신선도도전(920),신선도도전(920),없음(0),도전과제14,0,-1,저급(0),0,16,0,0,0,0,1,1,0,150,루비(5000),70,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92014,신선도도전(920),신선도도전(920),없음(0),도전과제15,0,-1,저급(0),0,16,0,0,0,0,1,1,0,160,루비(5000),75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92015,신선도도전(920),신선도도전(920),없음(0),도전과제16,0,-1,저급(0),0,16,0,0,0,0,1,1,0,170,루비(5000),80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92016,신선도도전(920),신선도도전(920),없음(0),도전과제17,0,-1,저급(0),0,16,0,0,0,0,1,1,0,180,루비(5000),85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92017,신선도도전(920),신선도도전(920),없음(0),도전과제18,0,-1,저급(0),0,16,0,0,0,0,1,1,0,190,루비(5000),90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92018,신선도도전(920),신선도도전(920),없음(0),도전과제19,0,-1,저급(0),0,16,0,0,0,0,1,1,0,200,루비(5000),95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92019,신선도도전(920),신선도도전(920),없음(0),도전과제20,0,-1,저급(0),0,16,0,0,0,0,1,1,0,210,루비(5000),100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92020,신선도도전(920),신선도도전(920),없음(0),도전과제21,0,-1,저급(0),0,16,0,0,0,0,1,1,0,220,루비(5000),105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92021,신선도도전(920),신선도도전(920),없음(0),도전과제22,0,-1,저급(0),0,16,0,0,0,0,1,1,0,230,루비(5000),110,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92022,신선도도전(920),신선도도전(920),없음(0),도전과제23,0,-1,저급(0),0,16,0,0,0,0,1,1,0,240,루비(5000),115,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92023,신선도도전(920),신선도도전(920),없음(0),도전과제24,0,-1,저급(0),0,16,0,0,0,0,1,1,0,250,루비(5000),120,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92024,신선도도전(920),신선도도전(920),없음(0),도전과제25,0,-1,저급(0),0,16,0,0,0,0,1,1,0,260,루비(5000),125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92025,신선도도전(920),신선도도전(920),없음(0),도전과제26,0,-1,저급(0),0,16,0,0,0,0,1,1,0,270,루비(5000),130,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92026,신선도도전(920),신선도도전(920),없음(0),도전과제27,0,-1,저급(0),0,16,0,0,0,0,1,1,0,280,루비(5000),135,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92027,신선도도전(920),신선도도전(920),없음(0),도전과제28,0,-1,저급(0),0,16,0,0,0,0,1,1,0,290,루비(5000),140,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92028,신선도도전(920),신선도도전(920),없음(0),도전과제29,0,-1,저급(0),0,16,0,0,0,0,1,1,0,300,루비(5000),145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92029,신선도도전(920),신선도도전(920),없음(0),도전과제30,0,-1,저급(0),0,16,0,0,0,0,1,1,0,310,루비(5000),150,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92030,신선도도전(920),신선도도전(920),없음(0),도전과제31,0,-1,저급(0),0,16,0,0,0,0,1,1,0,320,루비(5000),155,,,,,,,,,,,,,,,,,,,,,,,,,,,
// 펫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(pet),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,todaysellcost,skillcode,upgradecode,upgradeactive,initstartlevel,prefabname,upgradebase,upgradestep,petpersent,petsum,,,,,,,,,,,,,,,,,,,,
,100000,펫(1000),펫(1000),없음(0),우유 방울,1,-1,C(4),0,pet_basic,0,0,0,250,1,4000,우유 1리터 추가  (월),900,99,99,1,1,pet16,500,350,17,17,,,,,,,,,,,,,,,,,,,,
,100001,펫(1000),펫(1000),없음(0),신선한 우유병,1,-1,S(1),0,pet_milkup,0,0,0,250,1,40,우유 1리터 추가 펫 (시간),900,100,100,1,1,pet00,2500,700,4,21,,,,,,,,,,,,,,,,,,,,
,100002,펫(1000),펫(1000),없음(0),깔끔 멋쟁이 별,1,-1,B(3),0,pet_star,0,0,0,250,1,50,신선도 추가 획득 펫,600,101,101,1,1,pet01,1000,500,10,31,,,,,,,,,,,,,,,,,,,,
,100003,펫(1000),펫(1000),없음(0),찰랑찰랑 양동이,1,-1,C(4),0,pet_bucket,0,0,0,250,1,500,양동이 추가 펫,600,102,102,1,1,pet02,500,350,17,48,,,,,,,,,,,,,,,,,,,,
,100004,펫(1000),펫(1000),없음(0),밀짚 모자,1,-1,A(2),0,pet_alba01,0,0,0,250,1,500,일꾼 소환 펫1,1100,103,103,0,6,pet03,1800,600,6,54,,,,,,,,,,,,,,,,,,,,
,100005,펫(1000),펫(1000),없음(0),일꾼 인형,1,-1,S(1),0,pet_alba02,0,0,0,250,1,1000,일꾼 소환 펫2,1500,103,104,0,6,pet04,2500,700,4,58,,,,,,,,,,,,,,,,,,,,
,100006,펫(1000),펫(1000),없음(0),작은 젖소 천사,1,-1,B(3),0,pet_cow,0,0,0,250,1,2000,소 성능 강화 펫,800,105,105,1,1,pet05,1000,500,10,68,,,,,,,,,,,,,,,,,,,,
,100007,펫(1000),펫(1000),없음(0),작은 양 천사,1,-1,A(2),0,pet_sheep,0,0,0,250,1,3000,양 성능 강화 펫,800,106,106,1,1,pet06,1800,600,6,74,,,,,,,,,,,,,,,,,,,,
,100008,펫(1000),펫(1000),없음(0),작은 산양 천사,1,-1,S(1),0,pet_goat,0,0,0,250,1,4000,산양 성능 강화 펫,800,107,107,1,1,pet07,2500,700,4,78,,,,,,,,,,,,,,,,,,,,
,100009,펫(1000),펫(1000),없음(0),반짝이 코인,1,-1,A(2),0,pet_coin,0,0,0,250,1,3000,일정시간 코인주는 펫,900,108,108,1,1,pet08,1800,600,6,84,,,,,,,,,,,,,,,,,,,,
,100010,펫(1000),펫(1000),없음(0),빛나는 우유팩,1,-1,B(3),0,pet_fever,0,0,0,250,1,4000,피버 시간 늘리는 펫,700,109,109,1,1,pet09,1000,500,10,94,,,,,,,,,,,,,,,,,,,,
,100011,펫(1000),펫(1000),없음(0),스톱 워치,1,-1,B(3),0,pet_time,0,0,0,250,1,4000,게임 시간 증가 펫,700,110,110,1,1,pet10,1800,600,6,100,,,,,,,,,,,,,,,,,,,,
// 동물합성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,필요시간(초),시간단축캐쉬,,,,,,,,,,,,,,,,
label(compose),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,needheart,needgamecost,needcashcost,percent,needcnt,base,source1,source2,source3,source4,resultfail,resultsuccess,needtime,needtimecashcost,resultpoint,needcomposeticket,,,,,,,,,,,,,,
//소 기본,101001,합성(1010),합성(1010),목장(1),합성소,0,-1,저급(0),0,1,0,0,0,0,0,0,합성소,10,250,0,100,0,-1,-1,-1,-1,-1,1,1,0,0,0,2,,,,,,,,,,,,,,
,101002,합성(1010),합성(1010),목장(1),합성까맣소,1,-1,저급(0),0,2,0,0,0,0,0,0,xx,10,250,50,100,2,1,1,-1,-1,-1,1,2,0,0,0,2,,,,,,,,,,,,,,
,101003,합성(1010),합성(1010),목장(1),합성자유롭소,1,-1,저급(0),0,3,0,0,0,0,0,0,xx,10,250,100,50,3,2,2,2,-1,-1,2,3,0,0,0,2,,,,,,,,,,,,,,
,101004,합성(1010),합성(1010),목장(1),합성하늘소,1,-1,저급(0),0,4,0,0,0,0,0,0,xx,20,1000,150,50,3,3,3,3,-1,-1,3,4,0,0,1,10,,,,,,,,,,,,,,
,101005,합성(1010),합성(1010),목장(1),합성마시멜로였소,1,-1,저급(0),0,5,0,0,0,0,0,0,xx,20,1000,200,50,3,4,4,4,-1,-1,4,5,0,0,1,10,,,,,,,,,,,,,,
,101006,합성(1010),합성(1010),목장(1),합성까칠하소,1,-1,저급(0),0,6,0,0,0,0,0,0,xx,20,1000,250,50,3,5,5,5,-1,-1,5,6,0,0,1,10,,,,,,,,,,,,,,
,101007,합성(1010),합성(1010),목장(1),합성유자소,1,-1,저급(0),0,7,0,0,0,0,0,0,xx,40,2000,300,50,3,6,6,6,-1,-1,6,7,0,0,3,30,,,,,,,,,,,,,,
,101008,합성(1010),합성(1010),목장(1),합성손수건소,1,-1,저급(0),0,8,0,0,0,0,0,0,xx,40,2000,350,50,3,7,7,7,-1,-1,7,8,0,0,3,30,,,,,,,,,,,,,,
,101009,합성(1010),합성(1010),목장(1),합성왕리본소,1,-1,저급(0),0,9,0,0,0,0,0,0,xx,40,2000,400,50,3,8,8,8,-1,-1,8,9,0,0,4,30,,,,,,,,,,,,,,
,101010,합성(1010),합성(1010),목장(1),합성신선하소,1,-1,저급(0),0,10,0,0,0,0,0,0,xx,80,4000,900,33,4,9,9,9,9,-1,9,10,0,0,6,100,,,,,,,,,,,,,,
,101011,합성(1010),합성(1010),목장(1),합성딸기우유였소,1,-1,저급(0),0,11,0,0,0,0,0,0,xx,80,4000,950,33,4,10,10,10,10,-1,10,11,0,0,8,100,,,,,,,,,,,,,,
,101012,합성(1010),합성(1010),목장(1),합성허니버터였소,1,-1,저급(0),0,12,0,0,0,0,0,0,xx,80,4000,1000,33,4,11,11,11,11,-1,11,12,0,0,11,100,,,,,,,,,,,,,,
,101013,합성(1010),합성(1010),목장(1),합성블루베리였소,1,-1,저급(0),0,13,0,0,0,0,0,0,xx,160,7000,1050,33,4,12,12,12,12,-1,12,13,0,0,16,250,,,,,,,,,,,,,,
,101014,합성(1010),합성(1010),목장(1),합성울었소,1,-1,저급(0),0,14,0,0,0,0,0,0,xx,160,7000,1100,33,4,13,13,13,13,-1,13,14,0,0,22,250,,,,,,,,,,,,,,
,101015,합성(1010),합성(1010),목장(1),합성평양우유,1,-1,저급(0),0,15,0,0,0,0,0,0,xx,160,7000,1200,33,4,14,14,14,14,-1,14,15,0,0,31,250,,,,,,,,,,,,,,
//스페셜,101016,합성(1010),합성(1010),목장(1),합성터프하소,0,-1,저급(0),0,16,0,0,0,0,0,0,xx,320,12000,1000,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,32,500,,,,,,,,,,,,,,
//스페셜,101017,합성(1010),합성(1010),목장(1),합성얼었소,0,-1,저급(0),0,17,0,0,0,0,0,0,xx,320,12000,1000,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,32,500,,,,,,,,,,,,,,
,101018,합성(1010),합성(1010),목장(1),합성신비하소,1,-1,저급(0),0,18,0,0,0,0,0,0,xx,320,12000,1300,25,5,15,15,15,15,15,15,18,0,0,40,500,,,,,,,,,,,,,,
,101019,합성(1010),합성(1010),목장(1),합성골드미스였소,1,-1,저급(0),0,19,0,0,0,0,0,0,xx,320,12000,1400,25,5,18,18,18,18,18,18,19,0,0,45,500,,,,,,,,,,,,,,
,101020,합성(1010),합성(1010),목장(1),합성환영하소,1,-1,저급(0),0,20,0,0,0,0,0,0,xx,500,20000,1500,25,5,19,19,19,19,19,19,20,0,0,50,1000,,,,,,,,,,,,,,
,101021,합성(1010),합성(1010),목장(1),합성녹차라떼였소,1,-1,저급(0),0,21,0,0,0,0,0,0,xx,500,20000,1600,25,5,20,20,20,20,20,20,21,0,0,55,1000,,,,,,,,,,,,,,
//스폐셜,101022,합성(1010),합성(1010),목장(1),합성소(지원소),0,-1,저급(0),0,22,0,0,0,0,0,0,xx,10,250,1700,-100,0,-1,-1,-1,-1,-1,-1,-1,0,0,95,2,,,,,,,,,,,,,,
,101023,합성(1010),합성(1010),목장(1),합성비가오고있소,1,-1,저급(0),0,23,0,0,0,0,0,0,xx,500,20000,1650,25,5,21,21,21,21,21,21,23,0,0,60,1000,,,,,,,,,,,,,,
,101024,합성(1010),합성(1010),목장(1),합성오리였소,1,-1,저급(0),0,24,0,0,0,0,0,0,xx,500,20000,1700,25,5,23,23,23,23,23,23,24,0,0,65,1000,,,,,,,,,,,,,,
,101025,합성(1010),합성(1010),목장(1),합성팬더였소,1,-1,저급(0),0,25,0,0,0,0,0,0,xx,500,20000,1750,25,5,24,24,24,24,24,24,25,0,0,70,1000,,,,,,,,,,,,,,
,101026,합성(1010),합성(1010),목장(1),합성잘구워졌소,1,-1,저급(0),0,26,0,0,0,0,0,0,xx,500,50000,1800,25,5,25,25,25,25,25,25,26,0,0,75,2000,,,,,,,,,,,,,,
,101027,합성(1010),합성(1010),목장(1),합성푸딩소,1,-1,저급(0),0,27,0,0,0,0,0,0,xx,500,50000,1900,25,5,26,26,26,26,26,26,27,0,0,80,2000,,,,,,,,,,,,,,
,101028,합성(1010),합성(1010),목장(1),합성아이스크림소,1,-1,저급(0),0,28,0,0,0,0,0,0,xx,500,50000,2000,25,5,27,27,27,27,27,27,28,0,0,85,2000,,,,,,,,,,,,,,
,101029,합성(1010),합성(1010),목장(1),합성왕자였소,1,-1,저급(0),0,29,0,0,0,0,0,0,xx,500,50000,2100,25,5,28,28,28,28,28,28,29,0,0,90,2000,,,,,,,,,,,,,,
//,101030,합성(1010),합성(1010),목장(1),합성젖소미정14,0,-1,저급(0),0,30,0,0,0,0,0,0,xx,80,4000,1700,25,5,29,29,29,29,29,29,30,0,0,95,100,,,,,,,,,,,,,,
